"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"North Slope Borough, AK"	"02185"	Suppressed	8315	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	Suppressed	7467	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	Missing	Missing	Missing
	"Prince of Wales-Hyder Census Area, AK"	"02198"	Missing	Missing	Missing
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	Suppressed	5574	Suppressed
	"Sitka Borough, AK"	"02220"	Suppressed	9046	Suppressed
	"Skagway Municipality, AK"	"02230"	Missing	Missing	Missing
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	Suppressed	3217	Suppressed
	"Southeast Fairbanks Census Area, AK"	"02240"	Suppressed	6817	Suppressed
	"Valdez-Cordova Census Area, AK"	"02261"	Suppressed	9828	Suppressed
	"Wade Hampton Census Area, AK"	"02270"	Suppressed	7292	Suppressed
	"Wrangell City and Borough, AK"	"02275"	Missing	Missing	Missing
	"Wrangell-Petersburg Census Area, AK"	"02280"	Suppressed	6195	Suppressed
	"Yakutat Borough, AK"	"02282"	Suppressed	642	Suppressed
	"Yukon-Koyukuk Census Area, AK"	"02290"	Suppressed	5762	Suppressed
	"Apache County, AZ"	"04001"	Suppressed	69390	Suppressed
	"Cochise County, AZ"	"04003"	11	127241	Unreliable
	"Coconino County, AZ"	"04005"	Suppressed	128695	Suppressed
	"Gila County, AZ"	"04007"	Suppressed	52541	Suppressed
	"Graham County, AZ"	"04009"	Suppressed	33701	Suppressed
	"Greenlee County, AZ"	"04011"	Suppressed	7838	Suppressed
	"La Paz County, AZ"	"04012"	Suppressed	20573	Suppressed
	"Maricopa County, AZ"	"04013"	284	3642884	7.8
	"Mohave County, AZ"	"04015"	Suppressed	196168	Suppressed
	"Navajo County, AZ"	"04017"	Suppressed	105624	Suppressed
	"Pima County, AZ"	"04019"	114	940930	12.1
	"Pinal County, AZ"	"04021"	14	271328	Unreliable
	"Santa Cruz County, AZ"	"04023"	Suppressed	44298	Suppressed
	"Yavapai County, AZ"	"04025"	12	204082	Unreliable
	"Yuma County, AZ"	"04027"	Suppressed	183848	Suppressed
	"Arkansas County, AR"	"05001"	Suppressed	19785	Suppressed
	"Ashley County, AR"	"05003"	Suppressed	22501	Suppressed
	"Baxter County, AR"	"05005"	Suppressed	40867	Suppressed
	"Benton County, AR"	"05007"	Suppressed	195569	Suppressed
	"Boone County, AR"	"05009"	Suppressed	36056	Suppressed
	"Bradley County, AR"	"05011"	Suppressed	11778	Suppressed
	"Calhoun County, AR"	"05013"	Suppressed	5693	Suppressed
	"Carroll County, AR"	"05015"	Suppressed	26615	Suppressed
	"Chicot County, AR"	"05017"	Suppressed	12516	Suppressed
	"Clark County, AR"	"05019"	Suppressed	22924	Suppressed
	"Clay County, AR"	"05021"	Suppressed	16679	Suppressed
	"Cleburne County, AR"	"05023"	Suppressed	25430	Suppressed
	"Cleveland County, AR"	"05025"	Suppressed	8829	Suppressed
	"Columbia County, AR"	"05027"	Suppressed	25133	Suppressed
	"Conway County, AR"	"05029"	Suppressed	20753	Suppressed
	"Craighead County, AR"	"05031"	Suppressed	89725	Suppressed
	"Crawford County, AR"	"05033"	Suppressed	59126	Suppressed
	"Crittenden County, AR"	"05035"	Suppressed	50360	Suppressed
	"Cross County, AR"	"05037"	Suppressed	18525	Suppressed
	"Dallas County, AR"	"05039"	Suppressed	8477	Suppressed
	"Desha County, AR"	"05041"	Suppressed	13870	Suppressed
	"Drew County, AR"	"05043"	Suppressed	18705	Suppressed
	"Faulkner County, AR"	"05045"	Suppressed	102969	Suppressed
	"Franklin County, AR"	"05047"	Suppressed	18151	Suppressed
	"Fulton County, AR"	"05049"	Suppressed	12119	Suppressed
	"Garland County, AR"	"05051"	14	94077	Unreliable
	"Grant County, AR"	"05053"	Suppressed	17442	Suppressed
	"Greene County, AR"	"05055"	Suppressed	40469	Suppressed
	"Hempstead County, AR"	"05057"	Suppressed	22957	Suppressed
	"Hot Spring County, AR"	"05059"	Suppressed	32248	Suppressed
	"Howard County, AR"	"05061"	Suppressed	13843	Suppressed
	"Independence County, AR"	"05063"	Suppressed	35426	Suppressed
	"Izard County, AR"	"05065"	Suppressed	13583	Suppressed
	"Jackson County, AR"	"05067"	Suppressed	18092	Suppressed
	"Jefferson County, AR"	"05069"	Suppressed	79977	Suppressed
	"Johnson County, AR"	"05071"	Suppressed	24596	Suppressed
	"Lafayette County, AR"	"05073"	Suppressed	7879	Suppressed
	"Lawrence County, AR"	"05075"	Suppressed	17193	Suppressed
	"Lee County, AR"	"05077"	Suppressed	11067	Suppressed
	"Lincoln County, AR"	"05079"	Suppressed	14315	Suppressed
	"Little River County, AR"	"05081"	Suppressed	13147	Suppressed
	"Logan County, AR"	"05083"	Suppressed	22689	Suppressed
	"Lonoke County, AR"	"05085"	Suppressed	62648	Suppressed
	"Madison County, AR"	"05087"	Suppressed	15156	Suppressed
	"Marion County, AR"	"05089"	Suppressed	16759	Suppressed
	"Miller County, AR"	"05091"	Suppressed	42669	Suppressed
	"Mississippi County, AR"	"05093"	Suppressed	46983	Suppressed
	"Monroe County, AR"	"05095"	Suppressed	8949	Suppressed
	"Montgomery County, AR"	"05097"	Suppressed	9437	Suppressed
	"Nevada County, AR"	"05099"	Suppressed	9383	Suppressed
	"Newton County, AR"	"05101"	Suppressed	8474	Suppressed
	"Ouachita County, AR"	"05103"	Suppressed	26656	Suppressed
	"Perry County, AR"	"05105"	Suppressed	10352	Suppressed
	"Phillips County, AR"	"05107"	Suppressed	23244	Suppressed
	"Pike County, AR"	"05109"	Suppressed	11262	Suppressed
	"Poinsett County, AR"	"05111"	Suppressed	24904	Suppressed
	"Polk County, AR"	"05113"	Suppressed	20422	Suppressed
	"Pope County, AR"	"05115"	Suppressed	58809	Suppressed
	"Prairie County, AR"	"05117"	Suppressed	8989	Suppressed
	"Pulaski County, AR"	"05119"	15	371647	Unreliable
	"Randolph County, AR"	"05121"	Suppressed	18185	Suppressed
	"St. Francis County, AR"	"05123"	Suppressed	28496	Suppressed
	"Saline County, AR"	"05125"	Suppressed	96661	Suppressed
	"Scott County, AR"	"05127"	Suppressed	11239	Suppressed
	"Searcy County, AR"	"05129"	Suppressed	8210	Suppressed
	"Sebastian County, AR"	"05131"	Suppressed	121492	Suppressed
	"Sevier County, AR"	"05133"	Suppressed	16273	Suppressed
	"Sharp County, AR"	"05135"	Suppressed	17629	Suppressed
	"Stone County, AR"	"05137"	Suppressed	12262	Suppressed
	"Union County, AR"	"05139"	Suppressed	42914	Suppressed
	"Van Buren County, AR"	"05141"	Suppressed	17027	Suppressed
	"Washington County, AR"	"05143"	13	190314	Unreliable
	"White County, AR"	"05145"	Suppressed	72728	Suppressed
	"Woodruff County, AR"	"05147"	Suppressed	7877	Suppressed
	"Yell County, AR"	"05149"	Suppressed	21556	Suppressed
	"Alameda County, CA"	"06001"	23	1444484	1.6
	"Alpine County, CA"	"06003"	Suppressed	1276	Suppressed
	"Amador County, CA"	"06005"	Suppressed	38353	Suppressed
	"Butte County, CA"	"06007"	20	216824	9.2
	"Calaveras County, CA"	"06009"	Suppressed	46045	Suppressed
	"Colusa County, CA"	"06011"	Suppressed	20890	Suppressed
	"Contra Costa County, CA"	"06013"	31	1000834	3.1
	"Del Norte County, CA"	"06015"	Suppressed	28211	Suppressed
	"El Dorado County, CA"	"06017"	12	176773	Unreliable
	"Fresno County, CA"	"06019"	58	883862	6.6
	"Glenn County, CA"	"06021"	Suppressed	27652	Suppressed
	"Humboldt County, CA"	"06023"	21	132093	15.9
	"Imperial County, CA"	"06025"	11	160505	Unreliable
	"Inyo County, CA"	"06027"	Suppressed	18370	Suppressed
	"Kern County, CA"	"06029"	33	784511	4.2
	"Kings County, CA"	"06031"	Suppressed	147712	Suppressed
	"Lake County, CA"	"06033"	15	64202	Unreliable
	"Lassen County, CA"	"06035"	11	34605	Unreliable
	"Los Angeles County, CA"	"06037"	229	9737955	2.4
	"Madera County, CA"	"06039"	Suppressed	143622	Suppressed
	"Marin County, CA"	"06041"	25	244580	10.2
	"Mariposa County, CA"	"06043"	Suppressed	18219	Suppressed
	"Mendocino County, CA"	"06045"	12	87345	Unreliable
	"Merced County, CA"	"06047"	Suppressed	245338	Suppressed
	"Modoc County, CA"	"06049"	Suppressed	9617	Suppressed
	"Mono County, CA"	"06051"	Suppressed	13743	Suppressed
	"Monterey County, CA"	"06053"	22	401831	5.5
	"Napa County, CA"	"06055"	Suppressed	131440	Suppressed
	"Nevada County, CA"	"06057"	Suppressed	97549	Suppressed
	"Orange County, CA"	"06059"	168	2932261	5.7
	"Placer County, CA"	"06061"	10	321934	Unreliable
	"Plumas County, CA"	"06063"	Suppressed	20762	Suppressed
	"Riverside County, CA"	"06065"	88	2012370	4.4
	"Sacramento County, CA"	"06067"	108	1369563	7.9
	"San Benito County, CA"	"06069"	Suppressed	54124	Suppressed
	"San Bernardino County, CA"	"06071"	44	1974140	2.2
	"San Diego County, CA"	"06073"	169	2947289	5.7
	"San Francisco County, CA"	"06075"	13	768650	Unreliable
	"San Joaquin County, CA"	"06077"	44	662812	6.6
	"San Luis Obispo County, CA"	"06079"	15	260498	Unreliable
	"San Mateo County, CA"	"06081"	Suppressed	690176	Suppressed
	"Santa Barbara County, CA"	"06083"	Suppressed	408085	Suppressed
	"Santa Clara County, CA"	"06085"	35	1691159	2.1
	"Santa Cruz County, CA"	"06087"	27	251616	10.7
	"Shasta County, CA"	"06089"	10	176166	Unreliable
	"Sierra County, CA"	"06091"	Suppressed	3424	Suppressed
	"Siskiyou County, CA"	"06093"	Suppressed	44487	Suppressed
	"Solano County, CA"	"06095"	20	408402	4.9
	"Sonoma County, CA"	"06097"	28	465188	6.0
	"Stanislaus County, CA"	"06099"	55	504651	10.9
	"Sutter County, CA"	"06101"	Suppressed	91112	Suppressed
	"Tehama County, CA"	"06103"	Suppressed	61587	Suppressed
	"Trinity County, CA"	"06105"	Suppressed	13634	Suppressed
	"Tulare County, CA"	"06107"	23	414921	5.5
	"Tuolumne County, CA"	"06109"	Suppressed	56680	Suppressed
	"Ventura County, CA"	"06111"	64	798183	8.0
	"Yolo County, CA"	"06113"	Suppressed	189615	Suppressed
	"Yuba County, CA"	"06115"	Suppressed	69272	Suppressed
	"Adams County, CO"	"08001"	36	406575	8.9
	"Alamosa County, CO"	"08003"	Suppressed	15196	Suppressed
	"Arapahoe County, CO"	"08005"	33	531619	6.2
	"Archuleta County, CO"	"08007"	Suppressed	11937	Suppressed
	"Baca County, CO"	"08009"	Suppressed	3933	Suppressed
	"Bent County, CO"	"08011"	Suppressed	6012	Suppressed
	"Boulder County, CO"	"08013"	32	284243	11.3
	"Broomfield County, CO"	"08014"	Suppressed	48729	Suppressed
	"Chaffee County, CO"	"08015"	Suppressed	17087	Suppressed
	"Cheyenne County, CO"	"08017"	Suppressed	1912	Suppressed
	"Clear Creek County, CO"	"08019"	Suppressed	9042	Suppressed
	"Conejos County, CO"	"08021"	Suppressed	8256	Suppressed
	"Costilla County, CO"	"08023"	Suppressed	3571	Suppressed
	"Crowley County, CO"	"08025"	Suppressed	5886	Suppressed
	"Custer County, CO"	"08027"	Suppressed	3994	Suppressed
	"Delta County, CO"	"08029"	Suppressed	29789	Suppressed
	"Denver County, CO"	"08031"	95	556895	17.1
	"Dolores County, CO"	"08033"	Suppressed	1973	Suppressed
	"Douglas County, CO"	"08035"	Suppressed	256136	Suppressed
	"Eagle County, CO"	"08037"	Suppressed	48476	Suppressed
	"Elbert County, CO"	"08039"	Suppressed	22423	Suppressed
	"El Paso County, CO"	"08041"	31	580251	5.3
	"Fremont County, CO"	"08043"	Suppressed	46873	Suppressed
	"Garfield County, CO"	"08045"	Suppressed	51594	Suppressed
	"Gilpin County, CO"	"08047"	Suppressed	4883	Suppressed
	"Grand County, CO"	"08049"	Suppressed	14003	Suppressed
	"Gunnison County, CO"	"08051"	Suppressed	14720	Suppressed
	"Hinsdale County, CO"	"08053"	Suppressed	815	Suppressed
	"Huerfano County, CO"	"08055"	Suppressed	7127	Suppressed
	"Jackson County, CO"	"08057"	Suppressed	1415	Suppressed
	"Jefferson County, CO"	"08059"	17	521662	Unreliable
	"Kiowa County, CO"	"08061"	Suppressed	1456	Suppressed
	"Kit Carson County, CO"	"08063"	Suppressed	8011	Suppressed
	"Lake County, CO"	"08065"	Suppressed	7278	Suppressed
	"La Plata County, CO"	"08067"	Suppressed	48574	Suppressed
	"Larimer County, CO"	"08069"	15	280713	Unreliable
	"Las Animas County, CO"	"08071"	Suppressed	15673	Suppressed
	"Lincoln County, CO"	"08073"	Suppressed	5530	Suppressed
	"Logan County, CO"	"08075"	Suppressed	21911	Suppressed
	"Mesa County, CO"	"08077"	Suppressed	134665	Suppressed
	"Mineral County, CO"	"08079"	Suppressed	789	Suppressed
	"Moffat County, CO"	"08081"	Suppressed	13115	Suppressed
	"Montezuma County, CO"	"08083"	Suppressed	24968	Suppressed
	"Montrose County, CO"	"08085"	Suppressed	38282	Suppressed
	"Morgan County, CO"	"08087"	Suppressed	27816	Suppressed
	"Otero County, CO"	"08089"	Suppressed	19042	Suppressed
	"Ouray County, CO"	"08091"	Suppressed	4090	Suppressed
	"Park County, CO"	"08093"	Suppressed	16230	Suppressed
	"Phillips County, CO"	"08095"	Suppressed	4414	Suppressed
	"Pitkin County, CO"	"08097"	Suppressed	15504	Suppressed
	"Prowers County, CO"	"08099"	Suppressed	13130	Suppressed
	"Pueblo County, CO"	"08101"	18	152026	Unreliable
	"Rio Blanco County, CO"	"08103"	Suppressed	6176	Suppressed
	"Rio Grande County, CO"	"08105"	Suppressed	12033	Suppressed
	"Routt County, CO"	"08107"	Suppressed	21859	Suppressed
	"Saguache County, CO"	"08109"	Suppressed	6223	Suppressed
	"San Juan County, CO"	"08111"	Suppressed	649	Suppressed
	"San Miguel County, CO"	"08113"	Suppressed	7071	Suppressed
	"Sedgwick County, CO"	"08115"	Suppressed	2474	Suppressed
	"Summit County, CO"	"08117"	Suppressed	26019	Suppressed
	"Teller County, CO"	"08119"	Suppressed	22281	Suppressed
	"Washington County, CO"	"08121"	Suppressed	4907	Suppressed
	"Weld County, CO"	"08123"	Suppressed	230703	Suppressed
	"Yuma County, CO"	"08125"	Suppressed	9784	Suppressed
	"Fairfield County, CT"	"09001"	52	896254	5.8
	"Hartford County, CT"	"09003"	58	881298	6.6
	"Litchfield County, CT"	"09005"	13	189682	Unreliable
	"Middlesex County, CT"	"09007"	Suppressed	163473	Suppressed
	"New Haven County, CT"	"09009"	72	850207	8.5
	"New London County, CT"	"09011"	12	270814	Unreliable
	"Tolland County, CT"	"09013"	Suppressed	148954	Suppressed
	"Windham County, CT"	"09015"	10	116778	Unreliable
	"Kent County, DE"	"10001"	Suppressed	149704	Suppressed
	"New Castle County, DE"	"10003"	19	527174	Unreliable
	"Sussex County, DE"	"10005"	Suppressed	182390	Suppressed
	"District of Columbia, DC"	"11001"	55	570681	9.6
	"Alachua County, FL"	"12001"	Suppressed	239506	Suppressed
	"Baker County, FL"	"12003"	Suppressed	25571	Suppressed
	"Bay County, FL"	"12005"	15	165644	Unreliable
	"Bradford County, FL"	"12007"	Suppressed	28506	Suppressed
	"Brevard County, FL"	"12009"	44	535138	8.2
	"Broward County, FL"	"12011"	109	1739348	6.3
	"Calhoun County, FL"	"12013"	Suppressed	13997	Suppressed
	"Charlotte County, FL"	"12015"	Suppressed	157099	Suppressed
	"Citrus County, FL"	"12017"	19	137826	Unreliable
	"Clay County, FL"	"12019"	10	178339	Unreliable
	"Collier County, FL"	"12021"	14	312621	Unreliable
	"Columbia County, FL"	"12023"	Suppressed	65890	Suppressed
	"DeSoto County, FL"	"12027"	Suppressed	34300	Suppressed
	"Dixie County, FL"	"12029"	Suppressed	15892	Suppressed
	"Duval County, FL"	"12031"	40	842098	4.8
	"Escambia County, FL"	"12033"	39	300395	13.0
	"Flagler County, FL"	"12035"	Suppressed	84339	Suppressed
	"Franklin County, FL"	"12037"	Suppressed	11308	Suppressed
	"Gadsden County, FL"	"12039"	Suppressed	45258	Suppressed
	"Gilchrist County, FL"	"12041"	Suppressed	16223	Suppressed
	"Glades County, FL"	"12043"	Suppressed	12297	Suppressed
	"Gulf County, FL"	"12045"	Suppressed	15856	Suppressed
	"Hamilton County, FL"	"12047"	Suppressed	14430	Suppressed
	"Hardee County, FL"	"12049"	Suppressed	27049	Suppressed
	"Hendry County, FL"	"12051"	Suppressed	38776	Suppressed
	"Hernando County, FL"	"12053"	22	164398	13.4
	"Highlands County, FL"	"12055"	Suppressed	97788	Suppressed
	"Hillsborough County, FL"	"12057"	126	1171826	10.8
	"Holmes County, FL"	"12059"	Suppressed	19824	Suppressed
	"Indian River County, FL"	"12061"	12	131463	Unreliable
	"Jackson County, FL"	"12063"	Suppressed	48265	Suppressed
	"Jefferson County, FL"	"12065"	Suppressed	14461	Suppressed
	"Lafayette County, FL"	"12067"	Suppressed	8341	Suppressed
	"Lake County, FL"	"12069"	10	281329	Unreliable
	"Lee County, FL"	"12071"	50	582678	8.6
	"Leon County, FL"	"12073"	Suppressed	263076	Suppressed
	"Levy County, FL"	"12075"	Suppressed	39447	Suppressed
	"Liberty County, FL"	"12077"	Suppressed	8011	Suppressed
	"Madison County, FL"	"12079"	Suppressed	19299	Suppressed
	"Manatee County, FL"	"12081"	40	313771	12.7
	"Marion County, FL"	"12083"	45	316310	14.2
	"Martin County, FL"	"12085"	13	141802	Unreliable
	"Miami-Dade County, FL"	"12086"	81	2405911	3.4
	"Monroe County, FL"	"12087"	12	73793	Unreliable
	"Nassau County, FL"	"12089"	Suppressed	67823	Suppressed
	"Okaloosa County, FL"	"12091"	19	184071	Unreliable
	"Okeechobee County, FL"	"12093"	Suppressed	39668	Suppressed
	"Orange County, FL"	"12095"	70	1083429	6.5
	"Osceola County, FL"	"12097"	15	242081	Unreliable
	"Palm Beach County, FL"	"12099"	70	1284489	5.4
	"Pasco County, FL"	"12101"	26	439529	5.9
	"Pinellas County, FL"	"12103"	51	924182	5.5
	"Polk County, FL"	"12105"	27	568324	4.8
	"Putnam County, FL"	"12107"	Suppressed	74663	Suppressed
	"St. Johns County, FL"	"12109"	Suppressed	168480	Suppressed
	"St. Lucie County, FL"	"12111"	19	255251	Unreliable
	"Santa Rosa County, FL"	"12113"	21	142983	14.7
	"Sarasota County, FL"	"12115"	62	371361	16.7
	"Seminole County, FL"	"12117"	21	413218	5.1
	"Sumter County, FL"	"12119"	Suppressed	76202	Suppressed
	"Suwannee County, FL"	"12121"	Suppressed	39533	Suppressed
	"Taylor County, FL"	"12123"	Suppressed	20793	Suppressed
	"Union County, FL"	"12125"	Suppressed	14873	Suppressed
	"Volusia County, FL"	"12127"	29	494748	5.9
	"Wakulla County, FL"	"12129"	Suppressed	27785	Suppressed
	"Walton County, FL"	"12131"	10	51145	Unreliable
	"Washington County, FL"	"12133"	Suppressed	22860	Suppressed
	"Appling County, GA"	"13001"	Suppressed	17725	Suppressed
	"Atkinson County, GA"	"13003"	Suppressed	8197	Suppressed
	"Bacon County, GA"	"13005"	Suppressed	10682	Suppressed
	"Baker County, GA"	"13007"	Suppressed	3877	Suppressed
	"Baldwin County, GA"	"13009"	Suppressed	46513	Suppressed
	"Banks County, GA"	"13011"	Suppressed	17076	Suppressed
	"Barrow County, GA"	"13013"	Suppressed	61395	Suppressed
	"Bartow County, GA"	"13015"	Suppressed	92983	Suppressed
	"Ben Hill County, GA"	"13017"	Suppressed	17525	Suppressed
	"Berrien County, GA"	"13019"	Suppressed	18051	Suppressed
	"Bibb County, GA"	"13021"	Suppressed	154510	Suppressed
	"Bleckley County, GA"	"13023"	Suppressed	12553	Suppressed
	"Brantley County, GA"	"13025"	Suppressed	16895	Suppressed
	"Brooks County, GA"	"13027"	Suppressed	16309	Suppressed
	"Bryan County, GA"	"13029"	Suppressed	27346	Suppressed
	"Bulloch County, GA"	"13031"	Suppressed	64304	Suppressed
	"Burke County, GA"	"13033"	Suppressed	22875	Suppressed
	"Butts County, GA"	"13035"	Suppressed	22669	Suppressed
	"Calhoun County, GA"	"13037"	Suppressed	6350	Suppressed
	"Camden County, GA"	"13039"	Suppressed	47086	Suppressed
	"Candler County, GA"	"13043"	Suppressed	10388	Suppressed
	"Carroll County, GA"	"13045"	Suppressed	105853	Suppressed
	"Catoosa County, GA"	"13047"	Suppressed	61095	Suppressed
	"Charlton County, GA"	"13049"	Suppressed	12089	Suppressed
	"Chatham County, GA"	"13051"	Suppressed	246896	Suppressed
	"Chattahoochee County, GA"	"13053"	Suppressed	11828	Suppressed
	"Chattooga County, GA"	"13055"	Suppressed	25640	Suppressed
	"Cherokee County, GA"	"13057"	Suppressed	193241	Suppressed
	"Clarke County, GA"	"13059"	Suppressed	112074	Suppressed
	"Clay County, GA"	"13061"	Suppressed	3232	Suppressed
	"Clayton County, GA"	"13063"	11	258552	Unreliable
	"Clinch County, GA"	"13065"	Suppressed	6828	Suppressed
	"Cobb County, GA"	"13067"	Suppressed	661913	Suppressed
	"Coffee County, GA"	"13069"	Suppressed	40702	Suppressed
	"Colquitt County, GA"	"13071"	Suppressed	43700	Suppressed
	"Columbia County, GA"	"13073"	Suppressed	110845	Suppressed
	"Cook County, GA"	"13075"	Suppressed	16622	Suppressed
	"Coweta County, GA"	"13077"	Suppressed	113749	Suppressed
	"Crawford County, GA"	"13079"	Suppressed	12943	Suppressed
	"Crisp County, GA"	"13081"	Suppressed	22718	Suppressed
	"Dade County, GA"	"13083"	Suppressed	16411	Suppressed
	"Dawson County, GA"	"13085"	Suppressed	20660	Suppressed
	"Decatur County, GA"	"13087"	Suppressed	27835	Suppressed
	"DeKalb County, GA"	"13089"	11	676687	Unreliable
	"Dodge County, GA"	"13091"	Suppressed	20954	Suppressed
	"Dooly County, GA"	"13093"	Suppressed	13719	Suppressed
	"Dougherty County, GA"	"13095"	Suppressed	94418	Suppressed
	"Douglas County, GA"	"13097"	Suppressed	119918	Suppressed
	"Early County, GA"	"13099"	Suppressed	11648	Suppressed
	"Echols County, GA"	"13101"	Suppressed	3913	Suppressed
	"Effingham County, GA"	"13103"	Suppressed	47823	Suppressed
	"Elbert County, GA"	"13105"	Suppressed	20631	Suppressed
