"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Prince of Wales-Hyder Census Area, AK"	"02198"	Missing	Missing	Missing
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	Suppressed	5457	Suppressed
	"Sitka Borough, AK"	"02220"	Suppressed	8851	Suppressed
	"Skagway Municipality, AK"	"02230"	Missing	Missing	Missing
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	Suppressed	3197	Suppressed
	"Southeast Fairbanks Census Area, AK"	"02240"	Suppressed	6945	Suppressed
	"Valdez-Cordova Census Area, AK"	"02261"	Suppressed	9572	Suppressed
	"Wade Hampton Census Area, AK"	"02270"	Suppressed	7372	Suppressed
	"Wrangell City and Borough, AK"	"02275"	Missing	Missing	Missing
	"Wrangell-Petersburg Census Area, AK"	"02280"	Suppressed	6220	Suppressed
	"Yakutat Borough, AK"	"02282"	Suppressed	656	Suppressed
	"Yukon-Koyukuk Census Area, AK"	"02290"	Suppressed	5712	Suppressed
	"Apache County, AZ"	"04001"	Suppressed	69602	Suppressed
	"Cochise County, AZ"	"04003"	15	128206	Unreliable
	"Coconino County, AZ"	"04005"	Suppressed	130442	Suppressed
	"Gila County, AZ"	"04007"	Suppressed	53252	Suppressed
	"Graham County, AZ"	"04009"	Suppressed	35175	Suppressed
	"Greenlee County, AZ"	"04011"	Suppressed	8205	Suppressed
	"La Paz County, AZ"	"04012"	Suppressed	20647	Suppressed
	"Maricopa County, AZ"	"04013"	281	3711954	7.6
	"Mohave County, AZ"	"04015"	12	199760	Unreliable
	"Navajo County, AZ"	"04017"	Suppressed	106927	Suppressed
	"Pima County, AZ"	"04019"	92	955869	9.6
	"Pinal County, AZ"	"04021"	14	306174	Unreliable
	"Santa Cruz County, AZ"	"04023"	Suppressed	45338	Suppressed
	"Yavapai County, AZ"	"04025"	23	208773	11.0
	"Yuma County, AZ"	"04027"	Suppressed	187357	Suppressed
	"Arkansas County, AR"	"05001"	Suppressed	19434	Suppressed
	"Ashley County, AR"	"05003"	Suppressed	22229	Suppressed
	"Baxter County, AR"	"05005"	Suppressed	41491	Suppressed
	"Benton County, AR"	"05007"	13	203664	Unreliable
	"Boone County, AR"	"05009"	Suppressed	36759	Suppressed
	"Bradley County, AR"	"05011"	Suppressed	11737	Suppressed
	"Calhoun County, AR"	"05013"	Suppressed	5659	Suppressed
	"Carroll County, AR"	"05015"	Suppressed	26699	Suppressed
	"Chicot County, AR"	"05017"	Suppressed	12313	Suppressed
	"Clark County, AR"	"05019"	Suppressed	23139	Suppressed
	"Clay County, AR"	"05021"	Suppressed	16464	Suppressed
	"Cleburne County, AR"	"05023"	Suppressed	25545	Suppressed
	"Cleveland County, AR"	"05025"	Suppressed	8896	Suppressed
	"Columbia County, AR"	"05027"	Suppressed	24847	Suppressed
	"Conway County, AR"	"05029"	Suppressed	20992	Suppressed
	"Craighead County, AR"	"05031"	Suppressed	91350	Suppressed
	"Crawford County, AR"	"05033"	Suppressed	60210	Suppressed
	"Crittenden County, AR"	"05035"	Suppressed	50438	Suppressed
	"Cross County, AR"	"05037"	Suppressed	18172	Suppressed
	"Dallas County, AR"	"05039"	Suppressed	8367	Suppressed
	"Desha County, AR"	"05041"	Suppressed	13523	Suppressed
	"Drew County, AR"	"05043"	Suppressed	18535	Suppressed
	"Faulkner County, AR"	"05045"	Suppressed	105637	Suppressed
	"Franklin County, AR"	"05047"	Suppressed	18237	Suppressed
	"Fulton County, AR"	"05049"	Suppressed	12354	Suppressed
	"Garland County, AR"	"05051"	15	94753	Unreliable
	"Grant County, AR"	"05053"	Suppressed	17483	Suppressed
	"Greene County, AR"	"05055"	Suppressed	40918	Suppressed
	"Hempstead County, AR"	"05057"	Suppressed	22918	Suppressed
	"Hot Spring County, AR"	"05059"	Suppressed	32631	Suppressed
	"Howard County, AR"	"05061"	Suppressed	13680	Suppressed
	"Independence County, AR"	"05063"	Suppressed	35690	Suppressed
	"Izard County, AR"	"05065"	Suppressed	13552	Suppressed
	"Jackson County, AR"	"05067"	Suppressed	18098	Suppressed
	"Jefferson County, AR"	"05069"	Suppressed	78788	Suppressed
	"Johnson County, AR"	"05071"	Suppressed	25109	Suppressed
	"Lafayette County, AR"	"05073"	Suppressed	7845	Suppressed
	"Lawrence County, AR"	"05075"	Suppressed	17286	Suppressed
	"Lee County, AR"	"05077"	Suppressed	10823	Suppressed
	"Lincoln County, AR"	"05079"	Suppressed	14237	Suppressed
	"Little River County, AR"	"05081"	Suppressed	13107	Suppressed
	"Logan County, AR"	"05083"	Suppressed	22758	Suppressed
	"Lonoke County, AR"	"05085"	Suppressed	64379	Suppressed
	"Madison County, AR"	"05087"	Suppressed	15353	Suppressed
	"Marion County, AR"	"05089"	Suppressed	16795	Suppressed
	"Miller County, AR"	"05091"	Suppressed	42710	Suppressed
	"Mississippi County, AR"	"05093"	Suppressed	46850	Suppressed
	"Monroe County, AR"	"05095"	Suppressed	8670	Suppressed
	"Montgomery County, AR"	"05097"	Suppressed	9478	Suppressed
	"Nevada County, AR"	"05099"	Suppressed	9267	Suppressed
	"Newton County, AR"	"05101"	Suppressed	8428	Suppressed
	"Ouachita County, AR"	"05103"	Suppressed	26448	Suppressed
	"Perry County, AR"	"05105"	Suppressed	10496	Suppressed
	"Phillips County, AR"	"05107"	Suppressed	22775	Suppressed
	"Pike County, AR"	"05109"	Suppressed	11342	Suppressed
	"Poinsett County, AR"	"05111"	Suppressed	24813	Suppressed
	"Polk County, AR"	"05113"	Suppressed	20377	Suppressed
	"Pope County, AR"	"05115"	Suppressed	59793	Suppressed
	"Prairie County, AR"	"05117"	Suppressed	8951	Suppressed
	"Pulaski County, AR"	"05119"	16	373403	Unreliable
	"Randolph County, AR"	"05121"	Suppressed	18054	Suppressed
	"St. Francis County, AR"	"05123"	Suppressed	28394	Suppressed
	"Saline County, AR"	"05125"	Suppressed	100043	Suppressed
	"Scott County, AR"	"05127"	Suppressed	11287	Suppressed
	"Searcy County, AR"	"05129"	Suppressed	8275	Suppressed
	"Sebastian County, AR"	"05131"	15	122946	Unreliable
	"Sevier County, AR"	"05133"	Suppressed	16347	Suppressed
	"Sharp County, AR"	"05135"	Suppressed	17506	Suppressed
	"Stone County, AR"	"05137"	Suppressed	12230	Suppressed
	"Union County, AR"	"05139"	Suppressed	42267	Suppressed
	"Van Buren County, AR"	"05141"	Suppressed	17226	Suppressed
	"Washington County, AR"	"05143"	Suppressed	194526	Suppressed
	"White County, AR"	"05145"	Suppressed	73573	Suppressed
	"Woodruff County, AR"	"05147"	Suppressed	7648	Suppressed
	"Yell County, AR"	"05149"	Suppressed	21633	Suppressed
	"Alameda County, CA"	"06001"	19	1455715	Unreliable
	"Alpine County, CA"	"06003"	Suppressed	1274	Suppressed
	"Amador County, CA"	"06005"	Suppressed	38756	Suppressed
	"Butte County, CA"	"06007"	21	217469	9.7
	"Calaveras County, CA"	"06009"	Suppressed	46268	Suppressed
	"Colusa County, CA"	"06011"	Suppressed	21075	Suppressed
	"Contra Costa County, CA"	"06013"	43	1009152	4.3
	"Del Norte County, CA"	"06015"	Suppressed	28415	Suppressed
	"El Dorado County, CA"	"06017"	16	177694	Unreliable
	"Fresno County, CA"	"06019"	64	895933	7.1
	"Glenn County, CA"	"06021"	Suppressed	27775	Suppressed
	"Humboldt County, CA"	"06023"	23	132001	17.4
	"Imperial County, CA"	"06025"	11	164596	Unreliable
	"Inyo County, CA"	"06027"	Suppressed	18426	Suppressed
	"Kern County, CA"	"06029"	48	803281	6.0
	"Kings County, CA"	"06031"	11	150420	Unreliable
	"Lake County, CA"	"06033"	10	64077	Unreliable
	"Lassen County, CA"	"06035"	11	35615	Unreliable
	"Los Angeles County, CA"	"06037"	254	9700359	2.6
	"Madera County, CA"	"06039"	Suppressed	146067	Suppressed
	"Marin County, CA"	"06041"	25	246248	10.2
	"Mariposa County, CA"	"06043"	Suppressed	18366	Suppressed
	"Mendocino County, CA"	"06045"	11	87071	Unreliable
	"Merced County, CA"	"06047"	Suppressed	248540	Suppressed
	"Modoc County, CA"	"06049"	Suppressed	9525	Suppressed
	"Mono County, CA"	"06051"	Suppressed	13678	Suppressed
	"Monterey County, CA"	"06053"	13	402376	Unreliable
	"Napa County, CA"	"06055"	Suppressed	132583	Suppressed
	"Nevada County, CA"	"06057"	Suppressed	97794	Suppressed
	"Orange County, CA"	"06059"	183	2931629	6.2
	"Placer County, CA"	"06061"	17	329023	Unreliable
	"Plumas County, CA"	"06063"	Suppressed	20667	Suppressed
	"Riverside County, CA"	"06065"	79	2075183	3.8
	"Sacramento County, CA"	"06067"	79	1381161	5.7
	"San Benito County, CA"	"06069"	Suppressed	54072	Suppressed
	"San Bernardino County, CA"	"06071"	25	1992161	1.3
	"San Diego County, CA"	"06073"	223	2975742	7.5
	"San Francisco County, CA"	"06075"	12	778673	Unreliable
	"San Joaquin County, CA"	"06077"	55	668080	8.2
	"San Luis Obispo County, CA"	"06079"	20	262770	7.6
	"San Mateo County, CA"	"06081"	16	693849	Unreliable
	"Santa Barbara County, CA"	"06083"	Suppressed	411243	Suppressed
	"Santa Clara County, CA"	"06085"	61	1712026	3.6
	"Santa Cruz County, CA"	"06087"	29	253304	11.4
	"Shasta County, CA"	"06089"	19	176548	Unreliable
	"Sierra County, CA"	"06091"	Suppressed	3373	Suppressed
	"Siskiyou County, CA"	"06093"	Suppressed	44465	Suppressed
	"Solano County, CA"	"06095"	10	408243	Unreliable
	"Sonoma County, CA"	"06097"	44	467356	9.4
	"Stanislaus County, CA"	"06099"	46	507834	9.1
	"Sutter County, CA"	"06101"	Suppressed	92959	Suppressed
	"Tehama County, CA"	"06103"	Suppressed	62147	Suppressed
	"Trinity County, CA"	"06105"	Suppressed	13648	Suppressed
	"Tulare County, CA"	"06107"	12	422140	Unreliable
	"Tuolumne County, CA"	"06109"	Suppressed	56339	Suppressed
	"Ventura County, CA"	"06111"	67	800027	8.4
	"Yolo County, CA"	"06113"	Suppressed	194339	Suppressed
	"Yuba County, CA"	"06115"	Suppressed	70761	Suppressed
	"Adams County, CO"	"08001"	32	415746	7.7
	"Alamosa County, CO"	"08003"	Suppressed	15180	Suppressed
	"Arapahoe County, CO"	"08005"	36	542039	6.6
	"Archuleta County, CO"	"08007"	Suppressed	12262	Suppressed
	"Baca County, CO"	"08009"	Suppressed	3866	Suppressed
	"Bent County, CO"	"08011"	Suppressed	5715	Suppressed
	"Boulder County, CO"	"08013"	37	287428	12.9
	"Broomfield County, CO"	"08014"	Suppressed	51526	Suppressed
	"Chaffee County, CO"	"08015"	Suppressed	17377	Suppressed
	"Cheyenne County, CO"	"08017"	Suppressed	1863	Suppressed
	"Clear Creek County, CO"	"08019"	Suppressed	9152	Suppressed
	"Conejos County, CO"	"08021"	Suppressed	8217	Suppressed
	"Costilla County, CO"	"08023"	Suppressed	3567	Suppressed
	"Crowley County, CO"	"08025"	Suppressed	6015	Suppressed
	"Custer County, CO"	"08027"	Suppressed	4112	Suppressed
	"Delta County, CO"	"08029"	Suppressed	30121	Suppressed
	"Denver County, CO"	"08031"	99	564395	17.5
	"Dolores County, CO"	"08033"	Suppressed	1980	Suppressed
	"Douglas County, CO"	"08035"	Suppressed	267177	Suppressed
	"Eagle County, CO"	"08037"	Suppressed	49803	Suppressed
	"Elbert County, CO"	"08039"	Suppressed	22402	Suppressed
	"El Paso County, CO"	"08041"	26	586783	4.4
	"Fremont County, CO"	"08043"	Suppressed	46959	Suppressed
	"Garfield County, CO"	"08045"	Suppressed	53534	Suppressed
	"Gilpin County, CO"	"08047"	Suppressed	4893	Suppressed
	"Grand County, CO"	"08049"	Suppressed	14306	Suppressed
	"Gunnison County, CO"	"08051"	Suppressed	15043	Suppressed
	"Hinsdale County, CO"	"08053"	Suppressed	835	Suppressed
	"Huerfano County, CO"	"08055"	Suppressed	7051	Suppressed
	"Jackson County, CO"	"08057"	Suppressed	1407	Suppressed
	"Jefferson County, CO"	"08059"	40	524911	7.6
	"Kiowa County, CO"	"08061"	Suppressed	1410	Suppressed
	"Kit Carson County, CO"	"08063"	Suppressed	7954	Suppressed
	"Lake County, CO"	"08065"	Suppressed	7392	Suppressed
	"La Plata County, CO"	"08067"	Suppressed	49343	Suppressed
	"Larimer County, CO"	"08069"	24	286112	8.4
	"Las Animas County, CO"	"08071"	Suppressed	15734	Suppressed
	"Lincoln County, CO"	"08073"	Suppressed	5484	Suppressed
	"Logan County, CO"	"08075"	Suppressed	22163	Suppressed
	"Mesa County, CO"	"08077"	Suppressed	139434	Suppressed
	"Mineral County, CO"	"08079"	Suppressed	807	Suppressed
	"Moffat County, CO"	"08081"	Suppressed	13348	Suppressed
	"Montezuma County, CO"	"08083"	Suppressed	25157	Suppressed
	"Montrose County, CO"	"08085"	Suppressed	39673	Suppressed
	"Morgan County, CO"	"08087"	Suppressed	27745	Suppressed
	"Otero County, CO"	"08089"	Suppressed	18783	Suppressed
	"Ouray County, CO"	"08091"	Suppressed	4250	Suppressed
	"Park County, CO"	"08093"	Suppressed	16445	Suppressed
	"Phillips County, CO"	"08095"	Suppressed	4378	Suppressed
	"Pitkin County, CO"	"08097"	Suppressed	15814	Suppressed
	"Prowers County, CO"	"08099"	Suppressed	12736	Suppressed
	"Pueblo County, CO"	"08101"	11	155121	Unreliable
	"Rio Blanco County, CO"	"08103"	Suppressed	6373	Suppressed
	"Rio Grande County, CO"	"08105"	Suppressed	11852	Suppressed
	"Routt County, CO"	"08107"	Suppressed	22491	Suppressed
	"Saguache County, CO"	"08109"	Suppressed	6148	Suppressed
	"San Juan County, CO"	"08111"	Suppressed	661	Suppressed
	"San Miguel County, CO"	"08113"	Suppressed	7322	Suppressed
	"Sedgwick County, CO"	"08115"	Suppressed	2400	Suppressed
	"Summit County, CO"	"08117"	Suppressed	26603	Suppressed
	"Teller County, CO"	"08119"	Suppressed	22707	Suppressed
	"Washington County, CO"	"08121"	Suppressed	4883	Suppressed
	"Weld County, CO"	"08123"	11	237692	Unreliable
	"Yuma County, CO"	"08125"	Suppressed	9788	Suppressed
	"Fairfield County, CT"	"09001"	46	897498	5.1
	"Hartford County, CT"	"09003"	65	884548	7.3
	"Litchfield County, CT"	"09005"	19	189866	Unreliable
	"Middlesex County, CT"	"09007"	14	164129	Unreliable
	"New Haven County, CT"	"09009"	72	853598	8.4
	"New London County, CT"	"09011"	14	270669	Unreliable
	"Tolland County, CT"	"09013"	Suppressed	149718	Suppressed
	"Windham County, CT"	"09015"	Suppressed	117244	Suppressed
	"Kent County, DE"	"10001"	Suppressed	153969	Suppressed
	"New Castle County, DE"	"10003"	25	530555	4.7
	"Sussex County, DE"	"10005"	11	187225	Unreliable
	"District of Columbia, DC"	"11001"	29	574404	5.0
	"Alachua County, FL"	"12001"	10	242685	Unreliable
	"Baker County, FL"	"12003"	Suppressed	26212	Suppressed
	"Bay County, FL"	"12005"	22	165345	13.3
	"Bradford County, FL"	"12007"	Suppressed	28825	Suppressed
	"Brevard County, FL"	"12009"	27	539719	5.0
	"Broward County, FL"	"12011"	144	1720825	8.4
	"Calhoun County, FL"	"12013"	Suppressed	14222	Suppressed
	"Charlotte County, FL"	"12015"	Suppressed	159742	Suppressed
	"Citrus County, FL"	"12017"	13	140974	Unreliable
	"Clay County, FL"	"12019"	11	184256	Unreliable
	"Collier County, FL"	"12021"	20	314437	6.4
	"Columbia County, FL"	"12023"	Suppressed	66604	Suppressed
	"DeSoto County, FL"	"12027"	Suppressed	34537	Suppressed
	"Dixie County, FL"	"12029"	Suppressed	16083	Suppressed
	"Duval County, FL"	"12031"	48	851033	5.6
	"Escambia County, FL"	"12033"	27	297393	9.1
	"Flagler County, FL"	"12035"	Suppressed	90516	Suppressed
	"Franklin County, FL"	"12037"	Suppressed	11491	Suppressed
	"Gadsden County, FL"	"12039"	Suppressed	45867	Suppressed
	"Gilchrist County, FL"	"12041"	Suppressed	16610	Suppressed
	"Glades County, FL"	"12043"	Suppressed	12357	Suppressed
	"Gulf County, FL"	"12045"	Suppressed	15908	Suppressed
	"Hamilton County, FL"	"12047"	Suppressed	14589	Suppressed
	"Hardee County, FL"	"12049"	Suppressed	27489	Suppressed
	"Hendry County, FL"	"12051"	Suppressed	39006	Suppressed
	"Hernando County, FL"	"12053"	24	169891	14.1
	"Highlands County, FL"	"12055"	Suppressed	99023	Suppressed
	"Hillsborough County, FL"	"12057"	194	1184686	16.4
	"Holmes County, FL"	"12059"	Suppressed	19991	Suppressed
	"Indian River County, FL"	"12061"	15	134564	Unreliable
	"Jackson County, FL"	"12063"	Suppressed	48368	Suppressed
	"Jefferson County, FL"	"12065"	Suppressed	14383	Suppressed
	"Lafayette County, FL"	"12067"	Suppressed	8398	Suppressed
	"Lake County, FL"	"12069"	17	289909	Unreliable
	"Lee County, FL"	"12071"	66	604716	10.9
	"Leon County, FL"	"12073"	Suppressed	268519	Suppressed
	"Levy County, FL"	"12075"	Suppressed	40204	Suppressed
	"Liberty County, FL"	"12077"	Suppressed	8113	Suppressed
	"Madison County, FL"	"12079"	Suppressed	19322	Suppressed
	"Manatee County, FL"	"12081"	39	316410	12.3
	"Marion County, FL"	"12083"	18	325634	Unreliable
	"Martin County, FL"	"12085"	18	143542	Unreliable
	"Miami-Dade County, FL"	"12086"	81	2415576	3.4
	"Monroe County, FL"	"12087"	18	72906	Unreliable
	"Nassau County, FL"	"12089"	Suppressed	69969	Suppressed
	"Okaloosa County, FL"	"12091"	21	182677	11.5
	"Okeechobee County, FL"	"12093"	Suppressed	39840	Suppressed
	"Orange County, FL"	"12095"	84	1100663	7.6
	"Osceola County, FL"	"12097"	24	253722	9.5
	"Palm Beach County, FL"	"12099"	104	1286586	8.1
	"Pasco County, FL"	"12101"	47	453579	10.4
	"Pinellas County, FL"	"12103"	67	918624	7.3
	"Polk County, FL"	"12105"	19	585982	Unreliable
	"Putnam County, FL"	"12107"	Suppressed	75107	Suppressed
	"St. Johns County, FL"	"12109"	14	175318	Unreliable
	"St. Lucie County, FL"	"12111"	35	266860	13.1
	"Santa Rosa County, FL"	"12113"	18	146158	Unreliable
	"Sarasota County, FL"	"12115"	48	375325	12.8
	"Seminole County, FL"	"12117"	38	413571	9.2
	"Sumter County, FL"	"12119"	Suppressed	82101	Suppressed
	"Suwannee County, FL"	"12121"	Suppressed	40309	Suppressed
	"Taylor County, FL"	"12123"	Suppressed	21805	Suppressed
	"Union County, FL"	"12125"	Suppressed	15419	Suppressed
	"Volusia County, FL"	"12127"	63	498935	12.6
	"Wakulla County, FL"	"12129"	Suppressed	28588	Suppressed
	"Walton County, FL"	"12131"	Suppressed	52355	Suppressed
	"Washington County, FL"	"12133"	Suppressed	23469	Suppressed
	"Appling County, GA"	"13001"	Suppressed	17985	Suppressed
	"Atkinson County, GA"	"13003"	Suppressed	8346	Suppressed
	"Bacon County, GA"	"13005"	Suppressed	10968	Suppressed
	"Baker County, GA"	"13007"	Suppressed	3706	Suppressed
	"Baldwin County, GA"	"13009"	Suppressed	47336	Suppressed
	"Banks County, GA"	"13011"	Suppressed	17550	Suppressed
	"Barrow County, GA"	"13013"	Suppressed	64760	Suppressed
	"Bartow County, GA"	"13015"	Suppressed	95714	Suppressed
	"Ben Hill County, GA"	"13017"	Suppressed	17719	Suppressed
	"Berrien County, GA"	"13019"	Suppressed	18255	Suppressed
	"Bibb County, GA"	"13021"	Suppressed	154286	Suppressed
	"Bleckley County, GA"	"13023"	Suppressed	13016	Suppressed
	"Brantley County, GA"	"13025"	Suppressed	17198	Suppressed
	"Brooks County, GA"	"13027"	Suppressed	16333	Suppressed
	"Bryan County, GA"	"13029"	Suppressed	28302	Suppressed
	"Bulloch County, GA"	"13031"	Suppressed	65768	Suppressed
	"Burke County, GA"	"13033"	Suppressed	22972	Suppressed
	"Butts County, GA"	"13035"	Suppressed	23184	Suppressed
	"Calhoun County, GA"	"13037"	Suppressed	6269	Suppressed
	"Camden County, GA"	"13039"	Suppressed	48947	Suppressed
	"Candler County, GA"	"13043"	Suppressed	10586	Suppressed
	"Carroll County, GA"	"13045"	13	108947	Unreliable
	"Catoosa County, GA"	"13047"	Suppressed	62539	Suppressed
	"Charlton County, GA"	"13049"	Suppressed	12056	Suppressed
	"Chatham County, GA"	"13051"	Suppressed	251981	Suppressed
	"Chattahoochee County, GA"	"13053"	Suppressed	11965	Suppressed
	"Chattooga County, GA"	"13055"	Suppressed	26230	Suppressed
	"Cherokee County, GA"	"13057"	14	202544	Unreliable
	"Clarke County, GA"	"13059"	Suppressed	113995	Suppressed
	"Clay County, GA"	"13061"	Suppressed	3262	Suppressed
	"Clayton County, GA"	"13063"	10	260441	Unreliable
	"Clinch County, GA"	"13065"	Suppressed	6838	Suppressed
	"Cobb County, GA"	"13067"	10	670438	Unreliable
	"Coffee County, GA"	"13069"	Suppressed	41299	Suppressed
	"Colquitt County, GA"	"13071"	Suppressed	44209	Suppressed
	"Columbia County, GA"	"13073"	Suppressed	115074	Suppressed
	"Cook County, GA"	"13075"	Suppressed	16848	Suppressed
	"Coweta County, GA"	"13077"	Suppressed	118156	Suppressed
	"Crawford County, GA"	"13079"	Suppressed	12895	Suppressed
	"Crisp County, GA"	"13081"	Suppressed	23146	Suppressed
	"Dade County, GA"	"13083"	Suppressed	16648	Suppressed
	"Dawson County, GA"	"13085"	Suppressed	21509	Suppressed
	"Decatur County, GA"	"13087"	Suppressed	27883	Suppressed
	"DeKalb County, GA"	"13089"	20	680962	2.9
	"Dodge County, GA"	"13091"	Suppressed	21225	Suppressed
	"Dooly County, GA"	"13093"	Suppressed	13867	Suppressed
	"Dougherty County, GA"	"13095"	Suppressed	94522	Suppressed
	"Douglas County, GA"	"13097"	Suppressed	125560	Suppressed
	"Early County, GA"	"13099"	Suppressed	11429	Suppressed
	"Echols County, GA"	"13101"	Suppressed	3938	Suppressed
	"Effingham County, GA"	"13103"	Suppressed	49660	Suppressed
	"Elbert County, GA"	"13105"	Suppressed	20551	Suppressed
	"Emanuel County, GA"	"13107"	Suppressed	22109	Suppressed
	"Evans County, GA"	"13109"	Suppressed	10899	Suppressed
