"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Desha County, AR"	"05041"	Suppressed	15341	Suppressed
	"Drew County, AR"	"05043"	Suppressed	18723	Suppressed
	"Faulkner County, AR"	"05045"	Suppressed	86014	Suppressed
	"Franklin County, AR"	"05047"	Suppressed	17771	Suppressed
	"Fulton County, AR"	"05049"	Suppressed	11642	Suppressed
	"Garland County, AR"	"05051"	Suppressed	88068	Suppressed
	"Grant County, AR"	"05053"	Suppressed	16464	Suppressed
	"Greene County, AR"	"05055"	Suppressed	37331	Suppressed
	"Hempstead County, AR"	"05057"	Suppressed	23587	Suppressed
	"Hot Spring County, AR"	"05059"	Suppressed	30353	Suppressed
	"Howard County, AR"	"05061"	Suppressed	14300	Suppressed
	"Independence County, AR"	"05063"	Suppressed	34233	Suppressed
	"Izard County, AR"	"05065"	Suppressed	13249	Suppressed
	"Jackson County, AR"	"05067"	Suppressed	18418	Suppressed
	"Jefferson County, AR"	"05069"	Suppressed	84278	Suppressed
	"Johnson County, AR"	"05071"	Suppressed	22781	Suppressed
	"Lafayette County, AR"	"05073"	Suppressed	8559	Suppressed
	"Lawrence County, AR"	"05075"	Suppressed	17774	Suppressed
	"Lee County, AR"	"05077"	Suppressed	12580	Suppressed
	"Lincoln County, AR"	"05079"	Suppressed	14492	Suppressed
	"Little River County, AR"	"05081"	Suppressed	13628	Suppressed
	"Logan County, AR"	"05083"	Suppressed	22486	Suppressed
	"Lonoke County, AR"	"05085"	Suppressed	52828	Suppressed
	"Madison County, AR"	"05087"	Suppressed	14243	Suppressed
	"Marion County, AR"	"05089"	Suppressed	16140	Suppressed
	"Miller County, AR"	"05091"	Suppressed	40443	Suppressed
	"Mississippi County, AR"	"05093"	Suppressed	51979	Suppressed
	"Monroe County, AR"	"05095"	Suppressed	10254	Suppressed
	"Montgomery County, AR"	"05097"	Suppressed	9245	Suppressed
	"Nevada County, AR"	"05099"	Suppressed	9955	Suppressed
	"Newton County, AR"	"05101"	Suppressed	8608	Suppressed
	"Ouachita County, AR"	"05103"	Suppressed	28790	Suppressed
	"Perry County, AR"	"05105"	Suppressed	10209	Suppressed
	"Phillips County, AR"	"05107"	Suppressed	26445	Suppressed
	"Pike County, AR"	"05109"	Suppressed	11303	Suppressed
	"Poinsett County, AR"	"05111"	Suppressed	25614	Suppressed
	"Polk County, AR"	"05113"	Suppressed	20229	Suppressed
	"Pope County, AR"	"05115"	Suppressed	54469	Suppressed
	"Prairie County, AR"	"05117"	Suppressed	9539	Suppressed
	"Pulaski County, AR"	"05119"	Suppressed	361474	Suppressed
	"Randolph County, AR"	"05121"	Suppressed	18195	Suppressed
	"St. Francis County, AR"	"05123"	Suppressed	29329	Suppressed
	"Saline County, AR"	"05125"	Suppressed	83529	Suppressed
	"Scott County, AR"	"05127"	Suppressed	10996	Suppressed
	"Searcy County, AR"	"05129"	Suppressed	8261	Suppressed
	"Sebastian County, AR"	"05131"	Suppressed	115071	Suppressed
	"Sevier County, AR"	"05133"	Suppressed	15757	Suppressed
	"Sharp County, AR"	"05135"	Suppressed	17119	Suppressed
	"Stone County, AR"	"05137"	Suppressed	11499	Suppressed
	"Union County, AR"	"05139"	Suppressed	45629	Suppressed
	"Van Buren County, AR"	"05141"	Suppressed	16192	Suppressed
	"Washington County, AR"	"05143"	Suppressed	157715	Suppressed
	"White County, AR"	"05145"	Suppressed	67165	Suppressed
	"Woodruff County, AR"	"05147"	Suppressed	8741	Suppressed
	"Yell County, AR"	"05149"	Suppressed	21139	Suppressed
	"Alameda County, CA"	"06001"	39	1443741	2.7
	"Alpine County, CA"	"06003"	Suppressed	1208	Suppressed
	"Amador County, CA"	"06005"	Suppressed	35100	Suppressed
	"Butte County, CA"	"06007"	Suppressed	203171	Suppressed
	"Calaveras County, CA"	"06009"	Suppressed	40554	Suppressed
	"Colusa County, CA"	"06011"	Suppressed	18804	Suppressed
	"Contra Costa County, CA"	"06013"	17	948816	Unreliable
	"Del Norte County, CA"	"06015"	Suppressed	27507	Suppressed
	"El Dorado County, CA"	"06017"	Suppressed	156299	Suppressed
	"Fresno County, CA"	"06019"	27	799407	3.4
	"Glenn County, CA"	"06021"	Suppressed	26453	Suppressed
	"Humboldt County, CA"	"06023"	Suppressed	126518	Suppressed
	"Imperial County, CA"	"06025"	Suppressed	142361	Suppressed
	"Inyo County, CA"	"06027"	Suppressed	17945	Suppressed
	"Kern County, CA"	"06029"	51	661645	7.7
	"Kings County, CA"	"06031"	Suppressed	129461	Suppressed
	"Lake County, CA"	"06033"	Suppressed	58309	Suppressed
	"Lassen County, CA"	"06035"	Suppressed	33828	Suppressed
	"Los Angeles County, CA"	"06037"	269	9519338	2.8
	"Madera County, CA"	"06039"	Suppressed	123109	Suppressed
	"Marin County, CA"	"06041"	14	247289	Unreliable
	"Mariposa County, CA"	"06043"	Suppressed	17130	Suppressed
	"Mendocino County, CA"	"06045"	Suppressed	86265	Suppressed
	"Merced County, CA"	"06047"	Suppressed	210554	Suppressed
	"Modoc County, CA"	"06049"	Suppressed	9449	Suppressed
	"Mono County, CA"	"06051"	Suppressed	12853	Suppressed
	"Monterey County, CA"	"06053"	Suppressed	401762	Suppressed
	"Napa County, CA"	"06055"	Suppressed	124279	Suppressed
	"Nevada County, CA"	"06057"	Suppressed	92033	Suppressed
	"Orange County, CA"	"06059"	81	2846289	2.8
	"Placer County, CA"	"06061"	Suppressed	248399	Suppressed
	"Plumas County, CA"	"06063"	Suppressed	20824	Suppressed
	"Riverside County, CA"	"06065"	34	1545387	2.2
	"Sacramento County, CA"	"06067"	17	1223499	Unreliable
	"San Benito County, CA"	"06069"	Suppressed	53234	Suppressed
	"San Bernardino County, CA"	"06071"	19	1709434	Unreliable
	"San Diego County, CA"	"06073"	137	2813833	4.9
	"San Francisco County, CA"	"06075"	32	776733	4.1
	"San Joaquin County, CA"	"06077"	25	563598	4.4
	"San Luis Obispo County, CA"	"06079"	Suppressed	246681	Suppressed
	"San Mateo County, CA"	"06081"	11	707161	Unreliable
	"Santa Barbara County, CA"	"06083"	14	399347	Unreliable
	"Santa Clara County, CA"	"06085"	40	1682585	2.4
	"Santa Cruz County, CA"	"06087"	Suppressed	255602	Suppressed
	"Shasta County, CA"	"06089"	Suppressed	163256	Suppressed
	"Sierra County, CA"	"06091"	Suppressed	3555	Suppressed
	"Siskiyou County, CA"	"06093"	Suppressed	44301	Suppressed
	"Solano County, CA"	"06095"	10	394542	Unreliable
	"Sonoma County, CA"	"06097"	23	458614	5.0
	"Stanislaus County, CA"	"06099"	16	446997	Unreliable
	"Sutter County, CA"	"06101"	Suppressed	78930	Suppressed
	"Tehama County, CA"	"06103"	Suppressed	56039	Suppressed
	"Trinity County, CA"	"06105"	Suppressed	13022	Suppressed
	"Tulare County, CA"	"06107"	18	368021	Unreliable
	"Tuolumne County, CA"	"06109"	Suppressed	54501	Suppressed
	"Ventura County, CA"	"06111"	32	753197	4.2
	"Yolo County, CA"	"06113"	Suppressed	168660	Suppressed
	"Yuba County, CA"	"06115"	Suppressed	60219	Suppressed
	"Adams County, CO"	"08001"	13	363857	Unreliable
	"Alamosa County, CO"	"08003"	Suppressed	14966	Suppressed
	"Arapahoe County, CO"	"08005"	21	487967	4.3
	"Archuleta County, CO"	"08007"	Suppressed	9898	Suppressed
	"Baca County, CO"	"08009"	Suppressed	4517	Suppressed
	"Bent County, CO"	"08011"	Suppressed	5998	Suppressed
	"Boulder County, CO"	"08013"	11	291288	Unreliable
	"Broomfield County, CO"	"08014"	Missing	Missing	Missing
	"Chaffee County, CO"	"08015"	Suppressed	16242	Suppressed
	"Cheyenne County, CO"	"08017"	Suppressed	2231	Suppressed
	"Clear Creek County, CO"	"08019"	Suppressed	9322	Suppressed
	"Conejos County, CO"	"08021"	Suppressed	8400	Suppressed
	"Costilla County, CO"	"08023"	Suppressed	3663	Suppressed
	"Crowley County, CO"	"08025"	Suppressed	5518	Suppressed
	"Custer County, CO"	"08027"	Suppressed	3503	Suppressed
	"Delta County, CO"	"08029"	Suppressed	27834	Suppressed
	"Denver County, CO"	"08031"	42	554636	7.6
	"Dolores County, CO"	"08033"	Suppressed	1844	Suppressed
	"Douglas County, CO"	"08035"	Suppressed	175766	Suppressed
	"Eagle County, CO"	"08037"	Suppressed	41659	Suppressed
	"Elbert County, CO"	"08039"	Suppressed	19872	Suppressed
	"El Paso County, CO"	"08041"	26	516929	5.0
	"Fremont County, CO"	"08043"	Suppressed	46145	Suppressed
	"Garfield County, CO"	"08045"	Suppressed	43791	Suppressed
	"Gilpin County, CO"	"08047"	Suppressed	4757	Suppressed
	"Grand County, CO"	"08049"	Suppressed	12442	Suppressed
	"Gunnison County, CO"	"08051"	Suppressed	13956	Suppressed
	"Hinsdale County, CO"	"08053"	Suppressed	790	Suppressed
	"Huerfano County, CO"	"08055"	Suppressed	7862	Suppressed
	"Jackson County, CO"	"08057"	Suppressed	1577	Suppressed
	"Jefferson County, CO"	"08059"	27	527056	5.1
	"Kiowa County, CO"	"08061"	Suppressed	1622	Suppressed
	"Kit Carson County, CO"	"08063"	Suppressed	8011	Suppressed
	"Lake County, CO"	"08065"	Suppressed	7812	Suppressed
	"La Plata County, CO"	"08067"	Suppressed	43941	Suppressed
	"Larimer County, CO"	"08069"	Suppressed	251494	Suppressed
	"Las Animas County, CO"	"08071"	Suppressed	15207	Suppressed
	"Lincoln County, CO"	"08073"	Suppressed	6087	Suppressed
	"Logan County, CO"	"08075"	Suppressed	20504	Suppressed
	"Mesa County, CO"	"08077"	Suppressed	116255	Suppressed
	"Mineral County, CO"	"08079"	Suppressed	831	Suppressed
	"Moffat County, CO"	"08081"	Suppressed	13184	Suppressed
	"Montezuma County, CO"	"08083"	Suppressed	23830	Suppressed
	"Montrose County, CO"	"08085"	Suppressed	33432	Suppressed
	"Morgan County, CO"	"08087"	Suppressed	27171	Suppressed
	"Otero County, CO"	"08089"	Suppressed	20311	Suppressed
	"Ouray County, CO"	"08091"	Suppressed	3742	Suppressed
	"Park County, CO"	"08093"	Suppressed	14523	Suppressed
	"Phillips County, CO"	"08095"	Suppressed	4480	Suppressed
	"Pitkin County, CO"	"08097"	Suppressed	14872	Suppressed
	"Prowers County, CO"	"08099"	Suppressed	14483	Suppressed
	"Pueblo County, CO"	"08101"	Suppressed	141472	Suppressed
	"Rio Blanco County, CO"	"08103"	Suppressed	5986	Suppressed
	"Rio Grande County, CO"	"08105"	Suppressed	12413	Suppressed
	"Routt County, CO"	"08107"	Suppressed	19690	Suppressed
	"Saguache County, CO"	"08109"	Suppressed	5917	Suppressed
	"San Juan County, CO"	"08111"	Suppressed	558	Suppressed
	"San Miguel County, CO"	"08113"	Suppressed	6594	Suppressed
	"Sedgwick County, CO"	"08115"	Suppressed	2747	Suppressed
	"Summit County, CO"	"08117"	Suppressed	23548	Suppressed
	"Teller County, CO"	"08119"	Suppressed	20555	Suppressed
	"Washington County, CO"	"08121"	Suppressed	4926	Suppressed
	"Weld County, CO"	"08123"	Suppressed	180936	Suppressed
	"Yuma County, CO"	"08125"	Suppressed	9841	Suppressed
	"Fairfield County, CT"	"09001"	34	882567	3.9
	"Hartford County, CT"	"09003"	54	857183	6.3
	"Litchfield County, CT"	"09005"	Suppressed	182193	Suppressed
	"Middlesex County, CT"	"09007"	Suppressed	155071	Suppressed
	"New Haven County, CT"	"09009"	39	824008	4.7
	"New London County, CT"	"09011"	Suppressed	259088	Suppressed
	"Tolland County, CT"	"09013"	Suppressed	136364	Suppressed
	"Windham County, CT"	"09015"	Suppressed	109091	Suppressed
	"Kent County, DE"	"10001"	Suppressed	126697	Suppressed
	"New Castle County, DE"	"10003"	20	500265	4.0
	"Sussex County, DE"	"10005"	Suppressed	156638	Suppressed
	"District of Columbia, DC"	"11001"	43	572059	7.5
	"Alachua County, FL"	"12001"	Suppressed	217955	Suppressed
	"Baker County, FL"	"12003"	Suppressed	22259	Suppressed
	"Bay County, FL"	"12005"	19	148217	Unreliable
	"Bradford County, FL"	"12007"	Suppressed	26088	Suppressed
	"Brevard County, FL"	"12009"	15	476230	Unreliable
	"Broward County, FL"	"12011"	71	1623018	4.4
	"Calhoun County, FL"	"12013"	Suppressed	13017	Suppressed
	"Charlotte County, FL"	"12015"	Suppressed	141627	Suppressed
	"Citrus County, FL"	"12017"	Suppressed	118085	Suppressed
	"Clay County, FL"	"12019"	Suppressed	140814	Suppressed
	"Collier County, FL"	"12021"	Suppressed	251377	Suppressed
	"Columbia County, FL"	"12023"	Suppressed	56513	Suppressed
	"DeSoto County, FL"	"12027"	Suppressed	32209	Suppressed
	"Dixie County, FL"	"12029"	Suppressed	13827	Suppressed
	"Duval County, FL"	"12031"	14	778879	Unreliable
	"Escambia County, FL"	"12033"	Suppressed	294410	Suppressed
	"Flagler County, FL"	"12035"	Suppressed	49832	Suppressed
	"Franklin County, FL"	"12037"	Suppressed	11057	Suppressed
	"Gadsden County, FL"	"12039"	Suppressed	45087	Suppressed
	"Gilchrist County, FL"	"12041"	Suppressed	14437	Suppressed
	"Glades County, FL"	"12043"	Suppressed	10576	Suppressed
	"Gulf County, FL"	"12045"	Suppressed	13332	Suppressed
	"Hamilton County, FL"	"12047"	Suppressed	13327	Suppressed
	"Hardee County, FL"	"12049"	Suppressed	26938	Suppressed
	"Hendry County, FL"	"12051"	Suppressed	36210	Suppressed
	"Hernando County, FL"	"12053"	Suppressed	130802	Suppressed
	"Highlands County, FL"	"12055"	Suppressed	87366	Suppressed
	"Hillsborough County, FL"	"12057"	48	998948	4.8
	"Holmes County, FL"	"12059"	Suppressed	18564	Suppressed
	"Indian River County, FL"	"12061"	Suppressed	112947	Suppressed
	"Jackson County, FL"	"12063"	Suppressed	46755	Suppressed
	"Jefferson County, FL"	"12065"	Suppressed	12902	Suppressed
	"Lafayette County, FL"	"12067"	Suppressed	7022	Suppressed
	"Lake County, FL"	"12069"	Suppressed	210528	Suppressed
	"Lee County, FL"	"12071"	14	440888	Unreliable
	"Leon County, FL"	"12073"	Suppressed	239452	Suppressed
	"Levy County, FL"	"12075"	Suppressed	34450	Suppressed
	"Liberty County, FL"	"12077"	Suppressed	7021	Suppressed
	"Madison County, FL"	"12079"	Suppressed	18733	Suppressed
	"Manatee County, FL"	"12081"	13	264002	Unreliable
	"Marion County, FL"	"12083"	15	258916	Unreliable
	"Martin County, FL"	"12085"	Suppressed	126731	Suppressed
	"Miami-Dade County, FL"	"12086"	65	2253362	2.9
	"Monroe County, FL"	"12087"	Suppressed	79589	Suppressed
	"Nassau County, FL"	"12089"	Suppressed	57663	Suppressed
	"Okaloosa County, FL"	"12091"	Suppressed	170498	Suppressed
	"Okeechobee County, FL"	"12093"	Suppressed	35910	Suppressed
	"Orange County, FL"	"12095"	32	896344	3.6
	"Osceola County, FL"	"12097"	Suppressed	172493	Suppressed
	"Palm Beach County, FL"	"12099"	34	1131184	3.0
	"Pasco County, FL"	"12101"	20	344765	5.8
	"Pinellas County, FL"	"12103"	51	921482	5.5
	"Polk County, FL"	"12105"	Suppressed	483924	Suppressed
	"Putnam County, FL"	"12107"	Suppressed	70423	Suppressed
	"St. Johns County, FL"	"12109"	Suppressed	123135	Suppressed
	"St. Lucie County, FL"	"12111"	Suppressed	192695	Suppressed
	"Santa Rosa County, FL"	"12113"	Suppressed	117743	Suppressed
	"Sarasota County, FL"	"12115"	16	325957	Unreliable
	"Seminole County, FL"	"12117"	14	365196	Unreliable
	"Sumter County, FL"	"12119"	Suppressed	53345	Suppressed
	"Suwannee County, FL"	"12121"	Suppressed	34844	Suppressed
	"Taylor County, FL"	"12123"	Suppressed	19256	Suppressed
	"Union County, FL"	"12125"	Suppressed	13442	Suppressed
	"Volusia County, FL"	"12127"	Suppressed	443343	Suppressed
	"Wakulla County, FL"	"12129"	Suppressed	22863	Suppressed
	"Walton County, FL"	"12131"	Suppressed	40601	Suppressed
	"Washington County, FL"	"12133"	Suppressed	20973	Suppressed
	"Appling County, GA"	"13001"	Suppressed	17419	Suppressed
	"Atkinson County, GA"	"13003"	Suppressed	7609	Suppressed
	"Bacon County, GA"	"13005"	Suppressed	10103	Suppressed
	"Baker County, GA"	"13007"	Suppressed	4074	Suppressed
	"Baldwin County, GA"	"13009"	Suppressed	44700	Suppressed
	"Banks County, GA"	"13011"	Suppressed	14422	Suppressed
	"Barrow County, GA"	"13013"	Suppressed	46144	Suppressed
	"Bartow County, GA"	"13015"	Suppressed	76019	Suppressed
	"Ben Hill County, GA"	"13017"	Suppressed	17484	Suppressed
	"Berrien County, GA"	"13019"	Suppressed	16235	Suppressed
	"Bibb County, GA"	"13021"	Suppressed	153887	Suppressed
	"Bleckley County, GA"	"13023"	Suppressed	11666	Suppressed
	"Brantley County, GA"	"13025"	Suppressed	14629	Suppressed
	"Brooks County, GA"	"13027"	Suppressed	16450	Suppressed
	"Bryan County, GA"	"13029"	Suppressed	23417	Suppressed
	"Bulloch County, GA"	"13031"	Suppressed	55983	Suppressed
	"Burke County, GA"	"13033"	Suppressed	22243	Suppressed
	"Butts County, GA"	"13035"	Suppressed	19522	Suppressed
	"Calhoun County, GA"	"13037"	Suppressed	6320	Suppressed
	"Camden County, GA"	"13039"	Suppressed	43664	Suppressed
	"Candler County, GA"	"13043"	Suppressed	9577	Suppressed
	"Carroll County, GA"	"13045"	Suppressed	87268	Suppressed
	"Catoosa County, GA"	"13047"	Suppressed	53282	Suppressed
	"Charlton County, GA"	"13049"	Suppressed	10282	Suppressed
	"Chatham County, GA"	"13051"	Suppressed	232048	Suppressed
	"Chattahoochee County, GA"	"13053"	Suppressed	14882	Suppressed
	"Chattooga County, GA"	"13055"	Suppressed	25470	Suppressed
	"Cherokee County, GA"	"13057"	Suppressed	141903	Suppressed
	"Clarke County, GA"	"13059"	Suppressed	101489	Suppressed
	"Clay County, GA"	"13061"	Suppressed	3357	Suppressed
	"Clayton County, GA"	"13063"	Suppressed	236517	Suppressed
	"Clinch County, GA"	"13065"	Suppressed	6878	Suppressed
	"Cobb County, GA"	"13067"	Suppressed	607751	Suppressed
	"Coffee County, GA"	"13069"	Suppressed	37413	Suppressed
	"Colquitt County, GA"	"13071"	Suppressed	42053	Suppressed
	"Columbia County, GA"	"13073"	Suppressed	89288	Suppressed
	"Cook County, GA"	"13075"	Suppressed	15771	Suppressed
	"Coweta County, GA"	"13077"	Suppressed	89215	Suppressed
	"Crawford County, GA"	"13079"	Suppressed	12495	Suppressed
	"Crisp County, GA"	"13081"	Suppressed	21996	Suppressed
	"Dade County, GA"	"13083"	Suppressed	15154	Suppressed
	"Dawson County, GA"	"13085"	Suppressed	15999	Suppressed
	"Decatur County, GA"	"13087"	Suppressed	28240	Suppressed
	"DeKalb County, GA"	"13089"	Suppressed	665865	Suppressed
	"Dodge County, GA"	"13091"	Suppressed	19171	Suppressed
	"Dooly County, GA"	"13093"	Suppressed	11525	Suppressed
